"date","plug","worktime"
2013-01-01,"Microwave",24
2013-01-02,"Microwave",24
2013-01-03,"Microwave",24
2013-01-04,"Microwave",24
2013-01-05,"Microwave",24
2013-01-06,"Microwave",24
2013-01-07,"Microwave",24
2013-01-08,"Microwave",24
2013-01-09,"Microwave",24
2013-01-10,"Microwave",24
2013-01-11,"Microwave",24
2013-01-12,"Microwave",24
2013-01-13,"Microwave",24
2013-01-14,"Microwave",24
2013-01-15,"Microwave",24
2013-01-16,"Microwave",24
2013-01-17,"Microwave",24
2013-01-18,"Microwave",24
2013-01-19,"Microwave",24
2013-01-20,"Microwave",24
2013-01-21,"Microwave",24
2013-01-22,"Microwave",24
2013-01-23,"Microwave",24
2013-01-24,"Microwave",24
2013-01-25,"Microwave",24
2013-01-26,"Microwave",24
2013-01-27,"Microwave",24
2013-01-28,"Microwave",24
2013-01-29,"Microwave",24
2013-01-30,"Microwave",24
2013-01-31,"Microwave",24
2012-06-27,"Fridge",24
2012-06-28,"Fridge",24
2012-06-29,"Fridge",24
2012-06-30,"Fridge",24
2012-07-01,"Fridge",24
2012-07-02,"Fridge",23.5083333333333
2012-07-03,"Fridge",24
2012-07-04,"Fridge",24
2012-07-05,"Fridge",24
2012-07-06,"Fridge",24
2012-07-07,"Fridge",24
2012-07-08,"Fridge",24
2012-07-09,"Fridge",24
2012-07-10,"Fridge",24
2012-07-11,"Fridge",24
2012-07-12,"Fridge",24
2012-07-13,"Fridge",24
2012-07-14,"Fridge",24
2012-07-15,"Fridge",24
2012-07-16,"Fridge",24
2012-07-17,"Fridge",24
2012-07-18,"Fridge",24
2012-07-19,"Fridge",24
2012-07-20,"Fridge",24
2012-07-21,"Fridge",24
2012-07-22,"Fridge",24
2012-07-23,"Fridge",24
2012-07-24,"Fridge",24
2012-07-25,"Fridge",24
2012-07-26,"Fridge",24
2012-07-27,"Fridge",24
2012-07-28,"Fridge",24
2012-07-29,"Fridge",24
2012-07-30,"Fridge",24
2012-07-31,"Fridge",24
2012-08-01,"Fridge",24
2012-08-02,"Fridge",24
2012-08-03,"Fridge",24
2012-08-04,"Fridge",24
2012-08-05,"Fridge",24
2012-08-06,"Fridge",24
2012-08-07,"Fridge",24
2012-08-08,"Fridge",24
2012-08-09,"Fridge",24
2012-08-10,"Fridge",24
2012-08-11,"Fridge",24
2012-08-12,"Fridge",24
2012-08-13,"Fridge",24
2012-08-14,"Fridge",24
2012-08-15,"Fridge",24
2012-08-16,"Fridge",24
2012-08-17,"Fridge",24
2012-08-18,"Fridge",24
2012-08-19,"Fridge",24
2012-08-20,"Fridge",24
2012-08-21,"Fridge",24
2012-08-22,"Fridge",24
2012-08-23,"Fridge",24
2012-08-24,"Fridge",24
2012-08-25,"Fridge",24
2012-08-26,"Fridge",24
2012-08-27,"Fridge",24
2012-08-28,"Fridge",24
2012-08-29,"Fridge",24
2012-08-30,"Fridge",24
2012-08-31,"Fridge",24
2012-09-01,"Fridge",24
2012-09-02,"Fridge",24
2012-09-03,"Fridge",24
2012-09-04,"Fridge",24
2012-09-05,"Fridge",24
2012-09-06,"Fridge",24
2012-09-07,"Fridge",24
2012-09-08,"Fridge",24
2012-09-09,"Fridge",24
2012-09-10,"Fridge",24
2012-09-11,"Fridge",24
2012-09-12,"Fridge",24
2012-09-13,"Fridge",24
2012-09-14,"Fridge",24
2012-09-15,"Fridge",24
2012-09-16,"Fridge",24
2012-09-17,"Fridge",24
2012-09-18,"Fridge",24
2012-09-19,"Fridge",24
2012-09-20,"Fridge",24
2012-09-21,"Fridge",24
2012-09-22,"Fridge",24
2012-09-23,"Fridge",24
2012-09-24,"Fridge",24
2012-09-25,"Fridge",24
2012-09-26,"Fridge",24
2012-09-27,"Fridge",24
2012-09-28,"Fridge",24
2012-09-29,"Fridge",24
2012-09-30,"Fridge",24
2012-10-01,"Fridge",24
2012-10-02,"Fridge",24
2012-10-03,"Fridge",24
2012-10-04,"Fridge",24
2012-10-05,"Fridge",24
2012-10-06,"Fridge",24
2012-10-07,"Fridge",24
2012-10-08,"Fridge",24
2012-10-09,"Fridge",24
2012-10-10,"Fridge",24
2012-10-11,"Fridge",24
2012-10-12,"Fridge",24
2012-10-13,"Fridge",24
2012-10-14,"Fridge",24
2012-10-15,"Fridge",24
2012-10-16,"Fridge",24
2012-10-17,"Fridge",24
2012-10-18,"Fridge",24
2012-10-19,"Fridge",24
2012-10-20,"Fridge",24
2012-10-21,"Fridge",24
2012-10-22,"Fridge",24
2012-10-23,"Fridge",24
2012-10-24,"Fridge",24
2012-10-25,"Fridge",24
2012-10-26,"Fridge",24
2012-10-27,"Fridge",24
2012-10-28,"Fridge",24
2012-10-29,"Fridge",24
2012-10-30,"Fridge",24
2012-10-31,"Fridge",24
2012-11-01,"Fridge",24
2012-11-02,"Fridge",24
2012-11-03,"Fridge",24
2012-11-04,"Fridge",24
2012-11-05,"Fridge",24
2012-11-06,"Fridge",24
2012-11-07,"Fridge",24
2012-11-08,"Fridge",24
2012-11-09,"Fridge",24
2012-11-10,"Fridge",23.4088888888889
2012-11-11,"Fridge",24
2012-11-12,"Fridge",24
2012-11-13,"Fridge",24
2012-11-14,"Fridge",24
2012-11-15,"Fridge",24
2012-11-16,"Fridge",24
2012-11-17,"Fridge",24
2012-11-18,"Fridge",24
2012-11-19,"Fridge",24
2012-11-20,"Fridge",24
2012-11-21,"Fridge",24
2012-11-22,"Fridge",24
2012-11-23,"Fridge",24
2012-11-24,"Fridge",24
2012-11-25,"Fridge",24
2012-11-26,"Fridge",24
2012-11-27,"Fridge",24
2012-11-29,"Fridge",24
2012-11-30,"Fridge",24
2012-12-01,"Fridge",24
2012-12-02,"Fridge",24
2012-12-03,"Fridge",24
2012-12-04,"Fridge",24
2012-12-05,"Fridge",24
2012-12-06,"Fridge",24
2012-12-07,"Fridge",24
2012-12-08,"Fridge",24
2012-12-09,"Fridge",24
2012-12-10,"Fridge",24
2012-12-11,"Fridge",24
2012-12-12,"Fridge",24
2012-12-13,"Fridge",24
2012-12-14,"Fridge",24
2012-12-15,"Fridge",24
2012-12-16,"Fridge",24
2012-12-17,"Fridge",24
2012-12-18,"Fridge",24
2012-12-19,"Fridge",24
2012-12-20,"Fridge",24
2012-12-21,"Fridge",24
2012-12-22,"Fridge",24
2012-12-23,"Fridge",24
2012-12-24,"Fridge",24
2012-12-25,"Fridge",24
2012-12-26,"Fridge",24
2012-12-27,"Fridge",24
2012-12-28,"Fridge",24
2012-12-29,"Fridge",24
2012-12-30,"Fridge",24
2012-12-31,"Fridge",24
2013-01-01,"Fridge",24
2013-01-02,"Fridge",24
2013-01-03,"Fridge",24
2013-01-04,"Fridge",24
2013-01-05,"Fridge",24
2013-01-06,"Fridge",24
2013-01-07,"Fridge",24
2013-01-08,"Fridge",24
2013-01-09,"Fridge",24
2013-01-10,"Fridge",24
2013-01-11,"Fridge",24
2013-01-12,"Fridge",24
2013-01-13,"Fridge",24
2013-01-14,"Fridge",24
2013-01-15,"Fridge",24
2013-01-16,"Fridge",24
2013-01-17,"Fridge",24
2013-01-18,"Fridge",24
2013-01-19,"Fridge",24
2013-01-20,"Fridge",24
2013-01-21,"Fridge",24
2013-01-22,"Fridge",24
2013-01-23,"Fridge",24
2013-01-24,"Fridge",24
2013-01-25,"Fridge",24
2013-01-26,"Fridge",24
2013-01-27,"Fridge",24
2013-01-28,"Fridge",24
2013-01-29,"Fridge",24
2013-01-30,"Fridge",24
2013-01-31,"Fridge",24
2012-06-27,"Entertainment",24
2012-06-28,"Entertainment",24
2012-06-29,"Entertainment",24
2012-06-30,"Entertainment",24
2012-07-01,"Entertainment",24
2012-07-02,"Entertainment",24
2012-07-03,"Entertainment",24
2012-07-04,"Entertainment",24
2012-07-05,"Entertainment",24
2012-07-06,"Entertainment",24
2012-07-07,"Entertainment",24
2012-07-08,"Entertainment",24
2012-07-09,"Entertainment",24
2012-07-10,"Entertainment",24
2012-07-11,"Entertainment",24
2012-07-12,"Entertainment",24
2012-07-13,"Entertainment",24
2012-07-14,"Entertainment",24
2012-07-15,"Entertainment",24
2012-07-16,"Entertainment",24
2012-07-17,"Entertainment",24
2012-07-18,"Entertainment",24
2012-07-19,"Entertainment",24
2012-07-20,"Entertainment",24
2012-07-21,"Entertainment",24
2012-07-22,"Entertainment",24
2012-07-23,"Entertainment",24
2012-07-24,"Entertainment",24
2012-07-25,"Entertainment",24
2012-07-26,"Entertainment",24
2012-07-27,"Entertainment",24
2012-07-28,"Entertainment",24
2012-07-29,"Entertainment",24
2012-07-30,"Entertainment",24
2012-07-31,"Entertainment",24
2012-08-01,"Entertainment",24
2012-08-02,"Entertainment",24
2012-08-03,"Entertainment",24
2012-08-04,"Entertainment",24
2012-08-05,"Entertainment",24
2012-08-06,"Entertainment",24
2012-08-07,"Entertainment",24
2012-08-08,"Entertainment",24
2012-08-09,"Entertainment",24
2012-08-10,"Entertainment",24
2012-08-11,"Entertainment",NA
2012-08-12,"Entertainment",NA
2012-08-13,"Entertainment",NA
2012-08-14,"Entertainment",NA
2012-08-15,"Entertainment",NA
2012-08-16,"Entertainment",NA
2012-08-17,"Entertainment",NA
2012-08-18,"Entertainment",NA
2012-08-19,"Entertainment",NA
2012-08-20,"Entertainment",NA
2012-08-21,"Entertainment",NA
2012-08-22,"Entertainment",NA
2012-08-23,"Entertainment",NA
2012-08-24,"Entertainment",NA
2012-08-25,"Entertainment",NA
2012-08-26,"Entertainment",NA
2012-08-27,"Entertainment",NA
2012-08-28,"Entertainment",NA
2012-08-29,"Entertainment",NA
2012-08-30,"Entertainment",NA
2012-08-31,"Entertainment",NA
2012-09-01,"Entertainment",NA
2012-09-02,"Entertainment",NA
2012-09-03,"Entertainment",NA
2012-09-04,"Entertainment",24
2012-09-05,"Entertainment",24
2012-09-06,"Entertainment",23.995
2012-09-07,"Entertainment",24
2012-09-08,"Entertainment",24
2012-09-09,"Entertainment",24
2012-09-10,"Entertainment",24
2012-09-11,"Entertainment",24
2012-09-12,"Entertainment",24
2012-09-13,"Entertainment",24
2012-09-14,"Entertainment",24
2012-09-15,"Entertainment",24
2012-09-16,"Entertainment",24
2012-09-17,"Entertainment",24
2012-09-18,"Entertainment",24
2012-09-19,"Entertainment",24
2012-09-20,"Entertainment",24
2012-09-21,"Entertainment",24
2012-09-22,"Entertainment",24
2012-09-23,"Entertainment",24
2012-09-24,"Entertainment",24
2012-09-25,"Entertainment",24
2012-09-26,"Entertainment",24
2012-09-27,"Entertainment",24
2012-09-28,"Entertainment",24
2012-09-29,"Entertainment",24
2012-09-30,"Entertainment",24
2012-10-01,"Entertainment",24
2012-10-02,"Entertainment",24
2012-10-03,"Entertainment",24
2012-10-04,"Entertainment",24
2012-10-05,"Entertainment",24
2012-10-06,"Entertainment",24
2012-10-07,"Entertainment",24
2012-10-08,"Entertainment",24
2012-10-09,"Entertainment",24
2012-10-10,"Entertainment",24
2012-10-11,"Entertainment",24
2012-10-12,"Entertainment",24
2012-10-13,"Entertainment",24
2012-10-14,"Entertainment",24
2012-10-15,"Entertainment",24
2012-10-16,"Entertainment",NA
2012-10-17,"Entertainment",24
2012-10-18,"Entertainment",24
2012-10-19,"Entertainment",24
2012-10-20,"Entertainment",24
2012-10-21,"Entertainment",24
2012-10-22,"Entertainment",24
2012-10-23,"Entertainment",24
2012-10-24,"Entertainment",24
2012-10-25,"Entertainment",24
2012-10-26,"Entertainment",24
2012-10-27,"Entertainment",24
2012-10-28,"Entertainment",24
2012-10-29,"Entertainment",24
2012-10-30,"Entertainment",24
2012-10-31,"Entertainment",24
2012-11-01,"Entertainment",24
2012-11-02,"Entertainment",24
2012-11-03,"Entertainment",24
2012-11-04,"Entertainment",24
2012-11-05,"Entertainment",24
2012-11-06,"Entertainment",24
2012-11-07,"Entertainment",24
2012-11-08,"Entertainment",24
2012-11-09,"Entertainment",24
2012-11-10,"Entertainment",24
2012-11-11,"Entertainment",24
2012-11-12,"Entertainment",24
2012-11-13,"Entertainment",24
2012-11-14,"Entertainment",24
2012-11-15,"Entertainment",24
2012-11-16,"Entertainment",24
2012-11-17,"Entertainment",24
2012-11-18,"Entertainment",24
2012-11-19,"Entertainment",24
2012-11-20,"Entertainment",24
2012-11-21,"Entertainment",24
2012-11-22,"Entertainment",15.5375
2012-11-23,"Entertainment",4.95111111111111
2012-11-24,"Entertainment",5.21805555555556
2012-11-25,"Entertainment",15.2905555555556
2012-11-26,"Entertainment",24
2012-11-27,"Entertainment",24
2012-11-29,"Entertainment",24
2012-11-30,"Entertainment",24
2012-12-01,"Entertainment",24
2012-12-02,"Entertainment",24
2012-12-03,"Entertainment",24
2012-12-04,"Entertainment",24
2012-12-05,"Entertainment",24
2012-12-06,"Entertainment",24
2012-12-07,"Entertainment",24
2012-12-08,"Entertainment",24
2012-12-09,"Entertainment",24
2012-12-10,"Entertainment",24
2012-12-11,"Entertainment",24
2012-12-12,"Entertainment",24
2012-12-13,"Entertainment",24
2012-12-14,"Entertainment",24
2012-12-15,"Entertainment",24
2012-12-16,"Entertainment",24
2012-12-17,"Entertainment",24
2012-12-18,"Entertainment",24
2012-12-19,"Entertainment",24
2012-12-20,"Entertainment",24
2012-12-21,"Entertainment",NA
2012-12-22,"Entertainment",24
2012-12-23,"Entertainment",24
2012-12-24,"Entertainment",24
2012-12-25,"Entertainment",24
2012-12-26,"Entertainment",24
2012-12-27,"Entertainment",24
2012-12-28,"Entertainment",24
2012-12-29,"Entertainment",24
2012-12-30,"Entertainment",24
2012-12-31,"Entertainment",24
2013-01-01,"Entertainment",24
2013-01-02,"Entertainment",24
2013-01-03,"Entertainment",24
2013-01-04,"Entertainment",24
2013-01-05,"Entertainment",24
2013-01-06,"Entertainment",24
2013-01-07,"Entertainment",24
2013-01-08,"Entertainment",24
2013-01-09,"Entertainment",24
2013-01-10,"Entertainment",24
2013-01-11,"Entertainment",24
2013-01-12,"Entertainment",24
2013-01-13,"Entertainment",24
2013-01-14,"Entertainment",24
2013-01-15,"Entertainment",24
2013-01-16,"Entertainment",24
2013-01-17,"Entertainment",24
2013-01-18,"Entertainment",24
2013-01-19,"Entertainment",24
2013-01-20,"Entertainment",24
2013-01-21,"Entertainment",24
2013-01-22,"Entertainment",24
2013-01-23,"Entertainment",24
2013-01-24,"Entertainment",24
2013-01-25,"Entertainment",24
2013-01-26,"Entertainment",24
2013-01-27,"Entertainment",24
2013-01-28,"Entertainment",24
2013-01-29,"Entertainment",24
2013-01-30,"Entertainment",24
2013-01-31,"Entertainment",24
2012-06-27,"PC",24
2012-06-28,"PC",24
2012-06-29,"PC",24
2012-06-30,"PC",24
2012-07-01,"PC",24
2012-07-02,"PC",24
2012-07-03,"PC",24
2012-07-04,"PC",24
2012-07-05,"PC",24
2012-07-06,"PC",24
2012-07-07,"PC",24
2012-07-08,"PC",24
2012-07-09,"PC",24
2012-07-10,"PC",24
2012-07-11,"PC",24
2012-07-12,"PC",24
2012-07-13,"PC",24
2012-07-14,"PC",24
2012-07-15,"PC",24
2012-07-16,"PC",24
2012-07-17,"PC",24
2012-07-18,"PC",24
2012-07-19,"PC",24
2012-07-20,"PC",24
2012-07-21,"PC",24
2012-07-22,"PC",24
2012-07-23,"PC",24
2012-07-24,"PC",24
2012-07-25,"PC",24
2012-07-26,"PC",24
2012-07-27,"PC",24
2012-07-28,"PC",24
2012-07-29,"PC",24
2012-07-30,"PC",24
2012-07-31,"PC",24
2012-08-01,"PC",24
2012-08-02,"PC",24
2012-08-03,"PC",24
2012-08-04,"PC",24
2012-08-05,"PC",24
2012-08-06,"PC",24
2012-08-07,"PC",24
2012-08-08,"PC",24
2012-08-09,"PC",24
2012-08-10,"PC",24
2012-08-11,"PC",24
2012-08-12,"PC",24
2012-08-13,"PC",24
2012-08-14,"PC",24
2012-08-15,"PC",24
2012-08-16,"PC",24
2012-08-17,"PC",24
2012-08-18,"PC",24
2012-08-19,"PC",24
2012-08-20,"PC",24
2012-08-21,"PC",24
2012-08-22,"PC",24
2012-08-23,"PC",24
2012-08-24,"PC",24
2012-08-25,"PC",24
2012-08-26,"PC",24
2012-08-27,"PC",24
2012-08-28,"PC",24
2012-08-29,"PC",24
2012-08-30,"PC",24
2012-08-31,"PC",24
2012-09-01,"PC",24
2012-09-02,"PC",24
2012-09-03,"PC",24
2012-09-04,"PC",24
2012-09-05,"PC",24
2012-09-06,"PC",24
2012-09-07,"PC",24
2012-09-08,"PC",24
2012-09-09,"PC",24
2012-09-10,"PC",24
2012-09-11,"PC",24
2012-09-12,"PC",24
2012-09-13,"PC",24
2012-09-14,"PC",24
2012-09-15,"PC",24
2012-09-16,"PC",24
2012-09-17,"PC",24
2012-09-18,"PC",24
2012-09-19,"PC",24
2012-09-20,"PC",24
2012-09-21,"PC",24
2012-09-22,"PC",24
2012-09-23,"PC",24
2012-09-24,"PC",24
2012-09-25,"PC",24
2012-09-26,"PC",24
2012-09-27,"PC",24
2012-09-28,"PC",24
2012-09-29,"PC",24
2012-09-30,"PC",24
2012-10-01,"PC",24
2012-10-02,"PC",24
2012-10-03,"PC",24
2012-10-04,"PC",24
2012-10-05,"PC",24
2012-10-06,"PC",24
2012-10-07,"PC",24
2012-10-08,"PC",24
2012-10-09,"PC",24
2012-10-10,"PC",24
2012-10-11,"PC",24
2012-10-12,"PC",24
2012-10-13,"PC",24
2012-10-14,"PC",24
2012-10-15,"PC",24
2012-10-16,"PC",24
2012-10-17,"PC",24
2012-10-18,"PC",24
2012-10-19,"PC",24
2012-10-20,"PC",24
2012-10-21,"PC",24
2012-10-22,"PC",24
2012-10-23,"PC",24
2012-10-24,"PC",24
2012-10-25,"PC",24
2012-10-26,"PC",24
2012-10-27,"PC",24
2012-10-28,"PC",24
2012-10-29,"PC",24
2012-10-30,"PC",24
2012-10-31,"PC",24
2012-11-01,"PC",24
2012-11-02,"PC",24
2012-11-03,"PC",24
2012-11-04,"PC",24
2012-11-05,"PC",24
2012-11-06,"PC",24
2012-11-07,"PC",24
2012-11-08,"PC",24
2012-11-09,"PC",24
2012-11-10,"PC",24
2012-11-11,"PC",24
2012-11-12,"PC",24
2012-11-13,"PC",24
2012-11-14,"PC",24
2012-11-15,"PC",24
2012-11-16,"PC",24
2012-11-17,"PC",24
2012-11-18,"PC",24
2012-11-19,"PC",24
2012-11-20,"PC",24
2012-11-21,"PC",24
2012-11-22,"PC",24
2012-11-23,"PC",24
2012-11-24,"PC",24
2012-11-25,"PC",24
2012-11-26,"PC",24
2012-11-27,"PC",24
2012-11-29,"PC",24
2012-11-30,"PC",24
2012-12-01,"PC",24
2012-12-02,"PC",24
2012-12-03,"PC",24
2012-12-04,"PC",24
2012-12-05,"PC",24
2012-12-06,"PC",24
2012-12-07,"PC",24
2012-12-08,"PC",24
2012-12-09,"PC",24
2012-12-10,"PC",24
2012-12-11,"PC",24
2012-12-12,"PC",24
2012-12-13,"PC",24
2012-12-14,"PC",24
2012-12-15,"PC",24
2012-12-16,"PC",24
2012-12-17,"PC",24
2012-12-18,"PC",24
2012-12-19,"PC",24
2012-12-20,"PC",24
2012-12-21,"PC",24
2012-12-22,"PC",24
2012-12-23,"PC",24
2012-12-24,"PC",24
2012-12-25,"PC",24
2012-12-26,"PC",24
2012-12-27,"PC",24
2012-12-28,"PC",24
2012-12-29,"PC",24
2012-12-30,"PC",24
2012-12-31,"PC",24
2013-01-01,"PC",24
2013-01-02,"PC",24
2013-01-03,"PC",24
2013-01-04,"PC",24
2013-01-05,"PC",24
2013-01-06,"PC",24
2013-01-07,"PC",24
2013-01-08,"PC",24
2013-01-09,"PC",24
2013-01-10,"PC",24
2013-01-11,"PC",24
2013-01-12,"PC",24
2013-01-13,"PC",24
2013-01-14,"PC",24
2013-01-15,"PC",24
2013-01-16,"PC",24
2013-01-17,"PC",24
2013-01-18,"PC",24
2013-01-19,"PC",24
2013-01-20,"PC",24
2013-01-21,"PC",24
2013-01-22,"PC",24
2013-01-23,"PC",24
2013-01-24,"PC",24
2013-01-25,"PC",24
2013-01-26,"PC",24
2013-01-27,"PC",24
2013-01-28,"PC",24
2013-01-29,"PC",24
2013-01-30,"PC",24
2013-01-31,"PC",24
2012-06-27,"Kettle",NA
2012-06-28,"Kettle",NA
2012-06-29,"Kettle",NA
2012-06-30,"Kettle",NA
2012-07-01,"Kettle",NA
2012-07-02,"Kettle",NA
2012-07-03,"Kettle",NA
2012-07-04,"Kettle",NA
2012-07-05,"Kettle",NA
2012-07-06,"Kettle",NA
2012-07-07,"Kettle",NA
2012-07-08,"Kettle",NA
2012-07-09,"Kettle",NA
2012-07-10,"Kettle",NA
2012-07-11,"Kettle",NA
2012-07-12,"Kettle",NA
2012-07-13,"Kettle",NA
2012-07-14,"Kettle",NA
2012-07-15,"Kettle",NA
2012-07-16,"Kettle",NA
2012-07-17,"Kettle",NA
2012-07-18,"Kettle",NA
2012-07-19,"Kettle",NA
2012-07-20,"Kettle",NA
2012-07-21,"Kettle",NA
2012-07-22,"Kettle",NA
2012-07-23,"Kettle",NA
2012-07-24,"Kettle",NA
2012-07-25,"Kettle",NA
2012-07-26,"Kettle",NA
2012-07-27,"Kettle",NA
2012-07-28,"Kettle",NA
2012-07-29,"Kettle",NA
2012-07-30,"Kettle",NA
2012-07-31,"Kettle",NA
2012-08-01,"Kettle",NA
2012-08-02,"Kettle",NA
2012-08-03,"Kettle",NA
2012-08-04,"Kettle",NA
2012-08-05,"Kettle",NA
2012-08-06,"Kettle",NA
2012-08-07,"Kettle",NA
2012-08-08,"Kettle",NA
2012-08-09,"Kettle",NA
2012-08-10,"Kettle",NA
2012-08-11,"Kettle",NA
2012-08-12,"Kettle",NA
2012-08-13,"Kettle",NA
2012-08-14,"Kettle",NA
2012-08-15,"Kettle",NA
2012-08-16,"Kettle",NA
2012-08-17,"Kettle",NA
2012-08-18,"Kettle",NA
2012-08-19,"Kettle",NA
2012-08-20,"Kettle",NA
2012-08-21,"Kettle",NA
2012-08-22,"Kettle",NA
2012-08-23,"Kettle",NA
2012-08-24,"Kettle",NA
2012-08-25,"Kettle",NA
2012-08-26,"Kettle",NA
2012-08-27,"Kettle",NA
2012-08-28,"Kettle",NA
2012-08-29,"Kettle",NA
2012-08-30,"Kettle",NA
2012-08-31,"Kettle",NA
2012-09-01,"Kettle",NA
2012-09-02,"Kettle",NA
2012-09-03,"Kettle",NA
2012-09-04,"Kettle",NA
2012-09-05,"Kettle",NA
2012-09-06,"Kettle",19.3822222222222
2012-09-07,"Kettle",4.44583333333333
2012-09-08,"Kettle",4.74333333333333
2012-09-09,"Kettle",4.53416666666667
2012-09-10,"Kettle",4.37472222222222
2012-09-11,"Kettle",4.76055555555556
2012-09-12,"Kettle",4.66194444444444
2012-09-13,"Kettle",4.54027777777778
2012-09-14,"Kettle",16.5116666666667
2012-09-15,"Kettle",19.0513888888889
2012-09-16,"Kettle",4.87111111111111
2012-09-17,"Kettle",4.70444444444444
2012-09-18,"Kettle",4.86416666666667
2012-09-19,"Kettle",4.57361111111111
2012-09-20,"Kettle",4.95083333333333
2012-09-21,"Kettle",4.84444444444444
2012-09-22,"Kettle",4.87472222222222
2012-09-23,"Kettle",4.6975
2012-09-24,"Kettle",4.63666666666667
2012-09-25,"Kettle",4.71833333333333
2012-09-26,"Kettle",4.55083333333333
2012-09-27,"Kettle",4.75527777777778
2012-09-28,"Kettle",4.68194444444444
2012-09-29,"Kettle",4.96305555555556
2012-09-30,"Kettle",4.84027777777778
2012-10-01,"Kettle",NA
2012-10-02,"Kettle",NA
2012-10-03,"Kettle",NA
2012-10-04,"Kettle",NA
2012-10-05,"Kettle",NA
2012-10-06,"Kettle",NA
2012-10-07,"Kettle",NA
2012-10-08,"Kettle",NA
2012-10-09,"Kettle",NA
2012-10-10,"Kettle",NA
2012-10-11,"Kettle",NA
2012-10-12,"Kettle",NA
2012-10-13,"Kettle",NA
2012-10-14,"Kettle",NA
2012-10-15,"Kettle",NA
2012-10-16,"Kettle",NA
2012-10-17,"Kettle",NA
2012-10-18,"Kettle",NA
2012-10-19,"Kettle",NA
2012-10-20,"Kettle",NA
2012-10-21,"Kettle",NA
2012-10-22,"Kettle",NA
2012-10-23,"Kettle",NA
2012-10-24,"Kettle",NA
2012-10-25,"Kettle",NA
2012-10-26,"Kettle",NA
2012-10-27,"Kettle",NA
2012-10-28,"Kettle",NA
2012-10-29,"Kettle",NA
2012-10-30,"Kettle",NA
2012-10-31,"Kettle",NA
2012-11-01,"Kettle",NA
2012-11-02,"Kettle",NA
2012-11-03,"Kettle",NA
2012-11-04,"Kettle",NA
2012-11-05,"Kettle",NA
2012-11-06,"Kettle",NA
2012-11-07,"Kettle",NA
2012-11-08,"Kettle",NA
2012-11-09,"Kettle",NA
2012-11-10,"Kettle",NA
2012-11-11,"Kettle",NA
2012-11-12,"Kettle",NA
2012-11-13,"Kettle",NA
2012-11-14,"Kettle",NA
2012-11-15,"Kettle",NA
2012-11-16,"Kettle",NA
2012-11-17,"Kettle",NA
2012-11-18,"Kettle",NA
2012-11-19,"Kettle",NA
2012-11-20,"Kettle",NA
2012-11-21,"Kettle",NA
2012-11-22,"Kettle",NA
2012-11-23,"Kettle",NA
2012-11-24,"Kettle",NA
2012-11-25,"Kettle",NA
2012-11-26,"Kettle",NA
2012-11-27,"Kettle",NA
2012-11-29,"Kettle",NA
2012-11-30,"Kettle",NA
2012-12-01,"Kettle",NA
2012-12-02,"Kettle",NA
2012-12-03,"Kettle",NA
2012-12-04,"Kettle",NA
2012-12-05,"Kettle",NA
2012-12-06,"Kettle",NA
2012-12-07,"Kettle",NA
2012-12-08,"Kettle",NA
2012-12-09,"Kettle",NA
2012-12-10,"Kettle",NA
2012-12-11,"Kettle",NA
2012-12-12,"Kettle",NA
2012-12-13,"Kettle",NA
2012-12-14,"Kettle",NA
2012-12-15,"Kettle",NA
2012-12-16,"Kettle",NA
2012-12-17,"Kettle",NA
2012-12-18,"Kettle",NA
2012-12-19,"Kettle",NA
2012-12-20,"Kettle",NA
2012-12-21,"Kettle",NA
2012-12-22,"Kettle",NA
2012-12-23,"Kettle",NA
2012-12-24,"Kettle",NA
2012-12-25,"Kettle",NA
2012-12-26,"Kettle",NA
2012-12-27,"Kettle",NA
2012-12-28,"Kettle",NA
2012-12-29,"Kettle",NA
2012-12-30,"Kettle",NA
2012-12-31,"Kettle",NA
2013-01-01,"Kettle",NA
2013-01-02,"Kettle",NA
2013-01-03,"Kettle",NA
2013-01-04,"Kettle",NA
2013-01-05,"Kettle",NA
2013-01-06,"Kettle",NA
2013-01-07,"Kettle",NA
2013-01-08,"Kettle",NA
2013-01-09,"Kettle",NA
2013-01-10,"Kettle",NA
2013-01-11,"Kettle",NA
2013-01-12,"Kettle",NA
2013-01-13,"Kettle",NA
2013-01-14,"Kettle",NA
2013-01-15,"Kettle",NA
2013-01-16,"Kettle",NA
2013-01-17,"Kettle",NA
2013-01-18,"Kettle",NA
2013-01-19,"Kettle",NA
2013-01-20,"Kettle",NA
2013-01-21,"Kettle",NA
2013-01-22,"Kettle",NA
2013-01-23,"Kettle",NA
2013-01-24,"Kettle",NA
2013-01-25,"Kettle",NA
2013-01-26,"Kettle",NA
2013-01-27,"Kettle",NA
2013-01-28,"Kettle",NA
2013-01-29,"Kettle",NA
2013-01-30,"Kettle",NA
2013-01-31,"Kettle",NA
